seed,gamma,sigma_epsilon,L,N_code,epsilon,mode,total_resources,converged,final_error,n_rounds,M_max_used,timestamp
6,0.0000000000e+00,1.0000000000e-02,1,3,1.5973122801e-04,sequential,737640,False,1.4561935316e-02,14,2839,2026-05-04T07:12:20.674573
6,0.0000000000e+00,1.0000000000e-02,1,3,1.7957144944e-04,sequential,737640,False,1.4561935316e-02,14,2526,2026-05-04T07:12:20.674667
6,0.0000000000e+00,1.0000000000e-02,1,3,2.0187602547e-04,sequential,368910,False,1.7342275494e-02,13,2247,2026-05-04T07:12:20.674753
6,0.0000000000e+00,1.0000000000e-02,1,3,2.2695105367e-04,sequential,368910,False,2.5609186567e-02,13,1999,2026-05-04T07:12:20.674838
6,0.0000000000e+00,1.0000000000e-02,1,3,2.5514065200e-04,sequential,368910,False,1.7725770691e-02,13,1778,2026-05-04T07:12:20.674924
6,0.0000000000e+00,1.0000000000e-02,1,3,2.8683168133e-04,sequential,368910,False,1.4657809115e-02,13,1581,2026-05-04T07:12:20.675010
6,0.0000000000e+00,1.0000000000e-02,1,3,3.2245905453e-04,sequential,368910,False,2.5609186567e-02,13,1407,2026-05-04T07:12:20.675095
6,0.0000000000e+00,1.0000000000e-02,1,3,3.6251170500e-04,sequential,368910,False,2.5609186567e-02,13,1251,2026-05-04T07:12:20.675183
6,0.0000000000e+00,1.0000000000e-02,1,3,4.0753929659e-04,sequential,184590,False,1.4849556714e-02,12,1113,2026-05-04T07:12:20.675263
6,0.0000000000e+00,1.0000000000e-02,1,3,4.5815976691e-04,sequential,184590,False,1.4849556714e-02,12,990,2026-05-04T07:12:20.675342
6,0.0000000000e+00,1.0000000000e-02,1,3,5.1506780762e-04,sequential,184590,False,1.7150527895e-02,12,881,2026-05-04T07:12:20.675444
6,0.0000000000e+00,1.0000000000e-02,1,3,5.7904439806e-04,sequential,184590,False,1.4849556714e-02,12,784,2026-05-04T07:12:20.675570
6,0.0000000000e+00,1.0000000000e-02,1,3,6.5096752305e-04,sequential,184590,False,1.7150527895e-02,12,697,2026-05-04T07:12:20.675693
6,0.0000000000e+00,1.0000000000e-02,1,3,7.3182422191e-04,sequential,184590,False,2.5800934165e-02,12,620,2026-05-04T07:12:20.675816
6,0.0000000000e+00,1.0000000000e-02,1,3,8.2272413417e-04,sequential,92340,False,1.6767032698e-02,11,552,2026-05-04T07:12:20.675932
6,0.0000000000e+00,1.0000000000e-02,1,3,9.2491472772e-04,sequential,92340,False,1.5233051910e-02,11,491,2026-05-04T07:12:20.676053
6,0.0000000000e+00,1.0000000000e-02,1,3,1.0397984185e-03,sequential,92340,False,1.5233051910e-02,11,437,2026-05-04T07:12:20.676171
6,0.0000000000e+00,1.0000000000e-02,1,3,1.1689518165e-03,sequential,92340,False,1.6767032698e-02,11,388,2026-05-04T07:12:20.676282
6,0.0000000000e+00,1.0000000000e-02,1,3,1.3141473626e-03,sequential,92340,False,1.5233051910e-02,11,346,2026-05-04T07:12:20.676407
6,0.0000000000e+00,1.0000000000e-02,1,3,1.4773776526e-03,sequential,92340,False,1.6767032698e-02,11,307,2026-05-04T07:12:20.676527
6,0.0000000000e+00,1.0000000000e-02,1,3,1.6608827826e-03,sequential,46170,False,2.5417438968e-02,10,274,2026-05-04T07:12:20.676630
6,0.0000000000e+00,1.0000000000e-02,1,3,1.8671810913e-03,sequential,46170,False,1.7534023092e-02,10,243,2026-05-04T07:12:20.676724
6,0.0000000000e+00,1.0000000000e-02,1,3,2.0991037201e-03,sequential,46170,False,1.4466061517e-02,10,217,2026-05-04T07:12:20.676819
6,0.0000000000e+00,1.0000000000e-02,1,3,2.3598334668e-03,sequential,46170,False,1.4466061517e-02,10,193,2026-05-04T07:12:20.676915
6,0.0000000000e+00,1.0000000000e-02,1,3,2.6529484644e-03,sequential,46170,False,2.5417438968e-02,10,171,2026-05-04T07:12:20.677009
6,0.0000000000e+00,1.0000000000e-02,1,3,2.9824712862e-03,sequential,46170,False,1.4466061517e-02,10,153,2026-05-04T07:12:20.677102
6,0.0000000000e+00,1.0000000000e-02,1,3,3.3529241492e-03,sequential,23040,False,1.6000042304e-02,9,136,2026-05-04T07:12:20.677187
6,0.0000000000e+00,1.0000000000e-02,1,3,3.7693909754e-03,sequential,23040,False,1.6000042304e-02,9,121,2026-05-04T07:12:20.677272
6,0.0000000000e+00,1.0000000000e-02,1,3,4.2375871606e-03,sequential,23040,False,1.6000042304e-02,9,108,2026-05-04T07:12:20.677357
6,0.0000000000e+00,1.0000000000e-02,1,3,4.7639380104e-03,sequential,23040,False,1.6000042304e-02,9,96,2026-05-04T07:12:20.677448
6,0.0000000000e+00,1.0000000000e-02,1,3,5.3556669177e-03,sequential,23040,False,1.6000042304e-02,9,85,2026-05-04T07:12:20.677533
6,0.0000000000e+00,1.0000000000e-02,1,3,6.0208944933e-03,sequential,23040,False,1.6000042304e-02,9,76,2026-05-04T07:12:20.677619
6,0.0000000000e+00,1.0000000000e-02,1,3,6.7687500095e-03,sequential,11520,False,1.2932080729e-02,8,67,2026-05-04T07:12:20.677696
6,0.0000000000e+00,1.0000000000e-02,1,3,7.6094966855e-03,sequential,11520,False,1.2932080729e-02,8,60,2026-05-04T07:12:20.677774
6,0.0000000000e+00,1.0000000000e-02,1,3,8.5546725356e-03,sequential,11520,False,1.2932080729e-02,8,54,2026-05-04T07:12:20.677851
6,0.0000000000e+00,1.0000000000e-02,1,3,9.6172487112e-03,sequential,11520,False,1.2932080729e-02,8,48,2026-05-04T07:12:20.677928
6,0.0000000000e+00,1.0000000000e-02,1,3,1.0811807511e-02,sequential,11520,True,1.2932080729e-02,8,42,2026-05-04T07:12:20.678004
6,0.0000000000e+00,1.0000000000e-02,1,3,1.2154742501e-02,sequential,11520,True,1.2932080729e-02,8,38,2026-05-04T07:12:20.678081
6,0.0000000000e+00,1.0000000000e-02,1,3,1.3664483493e-02,sequential,5760,True,6.7961575771e-03,7,34,2026-05-04T07:12:20.678150
6,0.0000000000e+00,1.0000000000e-02,1,3,1.5361749467e-02,sequential,5760,True,1.7747535029e-02,7,30,2026-05-04T07:12:20.678219
6,0.0000000000e+00,1.0000000000e-02,1,3,1.7269832907e-02,sequential,5760,True,1.7747535029e-02,7,27,2026-05-04T07:12:20.678287
6,0.0000000000e+00,1.0000000000e-02,1,3,1.9414919457e-02,sequential,5760,True,1.7747535029e-02,7,24,2026-05-04T07:12:20.678356
6,0.0000000000e+00,1.0000000000e-02,1,3,2.1826447284e-02,sequential,5760,True,6.7961575771e-03,7,21,2026-05-04T07:12:20.678431
6,0.0000000000e+00,1.0000000000e-02,1,3,2.4537511066e-02,sequential,5760,True,6.7961575771e-03,7,19,2026-05-04T07:12:20.678506
6,0.0000000000e+00,1.0000000000e-02,1,3,2.7585316176e-02,sequential,2880,True,1.9068003880e-02,6,17,2026-05-04T07:12:20.678566
6,0.0000000000e+00,1.0000000000e-02,1,3,3.1011689266e-02,sequential,2880,True,3.0019381332e-02,6,15,2026-05-04T07:12:20.678627
6,0.0000000000e+00,1.0000000000e-02,1,3,3.4863652277e-02,sequential,2880,True,1.9068003880e-02,6,14,2026-05-04T07:12:20.678688
6,0.0000000000e+00,1.0000000000e-02,1,3,3.9194067748e-02,sequential,2880,True,1.9068003880e-02,6,12,2026-05-04T07:12:20.678749
6,0.0000000000e+00,1.0000000000e-02,1,3,4.4062364278e-02,sequential,2880,True,1.9068003880e-02,6,11,2026-05-04T07:12:20.678810
6,0.0000000000e+00,1.0000000000e-02,1,3,4.9535352090e-02,sequential,1440,True,4.3611696486e-02,5,10,2026-05-04T07:12:20.678863
6,0.0000000000e+00,1.0000000000e-02,1,3,5.5688139909e-02,sequential,1440,True,4.3611696486e-02,5,9,2026-05-04T07:12:20.678915
6,0.0000000000e+00,1.0000000000e-02,1,3,6.2605165720e-02,sequential,1440,True,4.3611696486e-02,5,8,2026-05-04T07:12:20.678969
6,0.0000000000e+00,1.0000000000e-02,1,3,7.0381355549e-02,sequential,1440,True,4.3611696486e-02,5,7,2026-05-04T07:12:20.679030
6,0.0000000000e+00,1.0000000000e-02,1,3,7.9123426190e-02,sequential,1440,True,4.3611696486e-02,5,6,2026-05-04T07:12:20.679093
6,0.0000000000e+00,1.0000000000e-02,1,3,8.8951349731e-02,sequential,1440,True,4.3611696486e-02,5,6,2026-05-04T07:12:20.679156
6,0.0000000000e+00,1.0000000000e-02,1,3,1.0000000000e-01,sequential,720,True,5.4756887260e-03,4,5,2026-05-04T07:12:20.679211
7,0.0000000000e+00,1.0000000000e-02,1,3,1.0000000000e-04,sequential,737730,False,1.7366105555e-03,14,4535,2026-05-04T07:12:20.699589
7,0.0000000000e+00,1.0000000000e-02,1,3,1.1242100351e-04,sequential,737730,False,9.2147668964e-03,14,4034,2026-05-04T07:12:20.699813
7,0.0000000000e+00,1.0000000000e-02,1,3,1.2638482029e-04,sequential,737730,False,1.7366105555e-03,14,3588,2026-05-04T07:12:20.699949
7,0.0000000000e+00,1.0000000000e-02,1,3,1.4208308325e-04,sequential,737730,False,1.7366105555e-03,14,3192,2026-05-04T07:12:20.700077
7,0.0000000000e+00,1.0000000000e-02,1,3,1.5973122801e-04,sequential,737730,False,1.7366105555e-03,14,2839,2026-05-04T07:12:20.700206
7,0.0000000000e+00,1.0000000000e-02,1,3,1.7957144944e-04,sequential,737730,False,1.7366105555e-03,14,2526,2026-05-04T07:12:20.700333
7,0.0000000000e+00,1.0000000000e-02,1,3,2.0187602547e-04,sequential,369000,False,1.8324843547e-03,13,2247,2026-05-04T07:12:20.700459
7,0.0000000000e+00,1.0000000000e-02,1,3,2.2695105367e-04,sequential,369000,False,1.8324843547e-03,13,1999,2026-05-04T07:12:20.700577
7,0.0000000000e+00,1.0000000000e-02,1,3,2.5514065200e-04,sequential,369000,False,1.8324843547e-03,13,1778,2026-05-04T07:12:20.700695
7,0.0000000000e+00,1.0000000000e-02,1,3,2.8683168133e-04,sequential,369000,False,1.8324843547e-03,13,1581,2026-05-04T07:12:20.700813
7,0.0000000000e+00,1.0000000000e-02,1,3,3.2245905453e-04,sequential,369000,False,1.8324843547e-03,13,1407,2026-05-04T07:12:20.700930
7,0.0000000000e+00,1.0000000000e-02,1,3,3.6251170500e-04,sequential,369000,False,9.1188930972e-03,13,1251,2026-05-04T07:12:20.701048
7,0.0000000000e+00,1.0000000000e-02,1,3,4.0753929659e-04,sequential,184590,False,2.0242319532e-03,12,1113,2026-05-04T07:12:20.701157
7,0.0000000000e+00,1.0000000000e-02,1,3,4.5815976691e-04,sequential,184590,False,2.0242319532e-03,12,990,2026-05-04T07:12:20.701268
7,0.0000000000e+00,1.0000000000e-02,1,3,5.1506780762e-04,sequential,184590,False,2.0242319532e-03,12,881,2026-05-04T07:12:20.701377
7,0.0000000000e+00,1.0000000000e-02,1,3,5.7904439806e-04,sequential,184500,False,3.3447008044e-03,12,784,2026-05-04T07:12:20.701493
7,0.0000000000e+00,1.0000000000e-02,1,3,6.5096752305e-04,sequential,184590,False,2.0242319532e-03,12,697,2026-05-04T07:12:20.701602
7,0.0000000000e+00,1.0000000000e-02,1,3,7.3182422191e-04,sequential,184590,False,2.0242319532e-03,12,620,2026-05-04T07:12:20.701711
7,0.0000000000e+00,1.0000000000e-02,1,3,8.2272413417e-04,sequential,92340,False,1.6407367562e-03,11,552,2026-05-04T07:12:20.701812
7,0.0000000000e+00,1.0000000000e-02,1,3,9.2491472772e-04,sequential,92340,False,1.6407367562e-03,11,491,2026-05-04T07:12:20.701913
7,0.0000000000e+00,1.0000000000e-02,1,3,1.0397984185e-03,sequential,92340,False,1.6407367562e-03,11,437,2026-05-04T07:12:20.702014
7,0.0000000000e+00,1.0000000000e-02,1,3,1.1689518165e-03,sequential,92340,False,1.6407367562e-03,11,388,2026-05-04T07:12:20.702114
7,0.0000000000e+00,1.0000000000e-02,1,3,1.3141473626e-03,sequential,92340,False,1.6407367562e-03,11,346,2026-05-04T07:12:20.702215
7,0.0000000000e+00,1.0000000000e-02,1,3,1.4773776526e-03,sequential,92340,True,1.6407367562e-03,11,307,2026-05-04T07:12:20.702316
7,0.0000000000e+00,1.0000000000e-02,1,3,1.6608827826e-03,sequential,46170,True,8.7374636230e-04,10,274,2026-05-04T07:12:20.702417
7,0.0000000000e+00,1.0000000000e-02,1,3,1.8671810913e-03,sequential,46170,False,1.0077631090e-02,10,243,2026-05-04T07:12:20.702510
7,0.0000000000e+00,1.0000000000e-02,1,3,2.0991037201e-03,sequential,46170,True,8.7374636230e-04,10,217,2026-05-04T07:12:20.702603
7,0.0000000000e+00,1.0000000000e-02,1,3,2.3598334668e-03,sequential,46170,True,8.7374636230e-04,10,193,2026-05-04T07:12:20.702697
7,0.0000000000e+00,1.0000000000e-02,1,3,2.6529484644e-03,sequential,46170,True,8.7374636230e-04,10,171,2026-05-04T07:12:20.702790
7,0.0000000000e+00,1.0000000000e-02,1,3,2.9824712862e-03,sequential,46170,True,8.7374636230e-04,10,153,2026-05-04T07:12:20.702883
7,0.0000000000e+00,1.0000000000e-02,1,3,3.3529241492e-03,sequential,23040,True,2.4077271502e-03,9,136,2026-05-04T07:12:20.702967
7,0.0000000000e+00,1.0000000000e-02,1,3,3.7693909754e-03,sequential,23040,True,2.4077271502e-03,9,121,2026-05-04T07:12:20.703052
7,0.0000000000e+00,1.0000000000e-02,1,3,4.2375871606e-03,sequential,23040,True,2.4077271502e-03,9,108,2026-05-04T07:12:20.703136
7,0.0000000000e+00,1.0000000000e-02,1,3,4.7639380104e-03,sequential,23040,True,3.7281960014e-03,9,96,2026-05-04T07:12:20.703221
7,0.0000000000e+00,1.0000000000e-02,1,3,5.3556669177e-03,sequential,23040,True,2.4077271502e-03,9,85,2026-05-04T07:12:20.703305
7,0.0000000000e+00,1.0000000000e-02,1,3,6.0208944933e-03,sequential,23040,True,3.7281960014e-03,9,76,2026-05-04T07:12:20.703397
7,0.0000000000e+00,1.0000000000e-02,1,3,6.7687500095e-03,sequential,11520,False,1.1611611877e-02,8,67,2026-05-04T07:12:20.703475
7,0.0000000000e+00,1.0000000000e-02,1,3,7.6094966855e-03,sequential,11520,True,6.6023442559e-04,8,60,2026-05-04T07:12:20.703551
7,0.0000000000e+00,1.0000000000e-02,1,3,8.5546725356e-03,sequential,11520,True,6.6023442559e-04,8,54,2026-05-04T07:12:20.703628
7,0.0000000000e+00,1.0000000000e-02,1,3,9.6172487112e-03,sequential,11520,True,6.6023442559e-04,8,48,2026-05-04T07:12:20.703705
7,0.0000000000e+00,1.0000000000e-02,1,3,1.0811807511e-02,sequential,11520,True,6.6023442559e-04,8,42,2026-05-04T07:12:20.703781
7,0.0000000000e+00,1.0000000000e-02,1,3,1.2154742501e-02,sequential,11520,True,6.6023442559e-04,8,38,2026-05-04T07:12:20.703858
7,0.0000000000e+00,1.0000000000e-02,1,3,1.3664483493e-02,sequential,5760,True,6.7961575771e-03,7,34,2026-05-04T07:12:20.703926
7,0.0000000000e+00,1.0000000000e-02,1,3,1.5361749467e-02,sequential,5760,True,6.7961575771e-03,7,30,2026-05-04T07:12:20.703995
7,0.0000000000e+00,1.0000000000e-02,1,3,1.7269832907e-02,sequential,5760,True,1.7747535029e-02,7,27,2026-05-04T07:12:20.704063
7,0.0000000000e+00,1.0000000000e-02,1,3,1.9414919457e-02,sequential,5760,True,1.7747535029e-02,7,24,2026-05-04T07:12:20.704131
7,0.0000000000e+00,1.0000000000e-02,1,3,2.1826447284e-02,sequential,5760,True,1.7747535029e-02,7,21,2026-05-04T07:12:20.704200
7,0.0000000000e+00,1.0000000000e-02,1,3,2.4537511066e-02,sequential,5760,True,6.7961575771e-03,7,19,2026-05-04T07:12:20.704270
7,0.0000000000e+00,1.0000000000e-02,1,3,2.7585316176e-02,sequential,2880,True,1.9068003880e-02,6,17,2026-05-04T07:12:20.704330
7,0.0000000000e+00,1.0000000000e-02,1,3,3.1011689266e-02,sequential,2880,True,1.9068003880e-02,6,15,2026-05-04T07:12:20.704398
7,0.0000000000e+00,1.0000000000e-02,1,3,3.4863652277e-02,sequential,2880,True,1.9068003880e-02,6,14,2026-05-04T07:12:20.704460
7,0.0000000000e+00,1.0000000000e-02,1,3,3.9194067748e-02,sequential,2880,True,3.0019381332e-02,6,12,2026-05-04T07:12:20.704520
7,0.0000000000e+00,1.0000000000e-02,1,3,4.4062364278e-02,sequential,2880,True,1.9068003880e-02,6,11,2026-05-04T07:12:20.704581
7,0.0000000000e+00,1.0000000000e-02,1,3,4.9535352090e-02,sequential,1440,True,5.4563073938e-02,5,10,2026-05-04T07:12:20.704633
7,0.0000000000e+00,1.0000000000e-02,1,3,5.5688139909e-02,sequential,1440,True,5.4563073938e-02,5,9,2026-05-04T07:12:20.704686
7,0.0000000000e+00,1.0000000000e-02,1,3,6.2605165720e-02,sequential,1440,True,4.3611696486e-02,5,8,2026-05-04T07:12:20.704738
7,0.0000000000e+00,1.0000000000e-02,1,3,7.0381355549e-02,sequential,1440,True,4.3611696486e-02,5,7,2026-05-04T07:12:20.704794
7,0.0000000000e+00,1.0000000000e-02,1,3,7.9123426190e-02,sequential,1440,True,5.4563073938e-02,5,6,2026-05-04T07:12:20.704849
7,0.0000000000e+00,1.0000000000e-02,1,3,8.8951349731e-02,sequential,1440,True,5.4563073938e-02,5,6,2026-05-04T07:12:20.704902
7,0.0000000000e+00,1.0000000000e-02,1,3,1.0000000000e-01,sequential,720,True,5.4756887260e-03,4,5,2026-05-04T07:12:20.704947
9,0.0000000000e+00,1.0000000000e-02,1,3,1.0000000000e-04,sequential,737280,False,1.5925932843e-02,14,4535,2026-05-04T07:12:20.699094
9,0.0000000000e+00,1.0000000000e-02,1,3,1.1242100351e-04,sequential,737280,False,1.5925932843e-02,14,4034,2026-05-04T07:12:20.699299
9,0.0000000000e+00,1.0000000000e-02,1,3,1.2638482029e-04,sequential,737280,False,1.5925932843e-02,14,3588,2026-05-04T07:12:20.699435
9,0.0000000000e+00,1.0000000000e-02,1,3,1.4208308325e-04,sequential,737280,False,4.9745553915e-03,14,3192,2026-05-04T07:12:20.699571
9,0.0000000000e+00,1.0000000000e-02,1,3,1.5973122801e-04,sequential,737280,False,4.9745553915e-03,14,2839,2026-05-04T07:12:20.699698
9,0.0000000000e+00,1.0000000000e-02,1,3,1.7957144944e-04,sequential,737280,False,1.5925932843e-02,14,2526,2026-05-04T07:12:20.699824
9,0.0000000000e+00,1.0000000000e-02,1,3,2.0187602547e-04,sequential,368640,False,1.5638311446e-02,13,2247,2026-05-04T07:12:20.702542
9,0.0000000000e+00,1.0000000000e-02,1,3,2.2695105367e-04,sequential,368640,False,1.6021806643e-02,13,1999,2026-05-04T07:12:20.703676
9,0.0000000000e+00,1.0000000000e-02,1,3,2.5514065200e-04,sequential,368640,False,5.0704291908e-03,13,1778,2026-05-04T07:12:20.703859
9,0.0000000000e+00,1.0000000000e-02,1,3,2.8683168133e-04,sequential,368640,False,1.6021806643e-02,13,1581,2026-05-04T07:12:20.704554
9,0.0000000000e+00,1.0000000000e-02,1,3,3.2245905453e-04,sequential,368640,False,1.6021806643e-02,13,1407,2026-05-04T07:12:20.704730
9,0.0000000000e+00,1.0000000000e-02,1,3,3.6251170500e-04,sequential,368640,False,1.6021806643e-02,13,1251,2026-05-04T07:12:20.704856
9,0.0000000000e+00,1.0000000000e-02,1,3,4.0753929659e-04,sequential,184320,False,1.5830059044e-02,12,1113,2026-05-04T07:12:20.706360
9,0.0000000000e+00,1.0000000000e-02,1,3,4.5815976691e-04,sequential,184320,False,4.8786815923e-03,12,990,2026-05-04T07:12:20.706695
9,0.0000000000e+00,1.0000000000e-02,1,3,5.1506780762e-04,sequential,184320,False,1.5830059044e-02,12,881,2026-05-04T07:12:20.706818
9,0.0000000000e+00,1.0000000000e-02,1,3,5.7904439806e-04,sequential,184320,False,1.5830059044e-02,12,784,2026-05-04T07:12:20.706928
9,0.0000000000e+00,1.0000000000e-02,1,3,6.5096752305e-04,sequential,184320,False,1.5830059044e-02,12,697,2026-05-04T07:12:20.707430
9,0.0000000000e+00,1.0000000000e-02,1,3,7.3182422191e-04,sequential,184320,False,1.5830059044e-02,12,620,2026-05-04T07:12:20.707731
9,0.0000000000e+00,1.0000000000e-02,1,3,8.2272413417e-04,sequential,92160,False,1.5446563847e-02,11,552,2026-05-04T07:12:20.707844
9,0.0000000000e+00,1.0000000000e-02,1,3,9.2491472772e-04,sequential,92160,False,1.5446563847e-02,11,491,2026-05-04T07:12:20.708100
9,0.0000000000e+00,1.0000000000e-02,1,3,1.0397984185e-03,sequential,92160,False,4.4951863953e-03,11,437,2026-05-04T07:12:20.708590
9,0.0000000000e+00,1.0000000000e-02,1,3,1.1689518165e-03,sequential,92160,False,4.4951863953e-03,11,388,2026-05-04T07:12:20.708701
9,0.0000000000e+00,1.0000000000e-02,1,3,1.3141473626e-03,sequential,92160,False,1.5446563847e-02,11,346,2026-05-04T07:12:20.708802
9,0.0000000000e+00,1.0000000000e-02,1,3,1.4773776526e-03,sequential,92160,False,1.5446563847e-02,11,307,2026-05-04T07:12:20.709257
9,0.0000000000e+00,1.0000000000e-02,1,3,1.6608827826e-03,sequential,46080,False,1.6213554241e-02,10,274,2026-05-04T07:12:20.709368
9,0.0000000000e+00,1.0000000000e-02,1,3,1.8671810913e-03,sequential,46080,False,1.6213554241e-02,10,243,2026-05-04T07:12:20.709476
9,0.0000000000e+00,1.0000000000e-02,1,3,2.0991037201e-03,sequential,46080,False,1.6213554241e-02,10,217,2026-05-04T07:12:20.709571
9,0.0000000000e+00,1.0000000000e-02,1,3,2.3598334668e-03,sequential,46080,False,1.6213554241e-02,10,193,2026-05-04T07:12:20.709973
9,0.0000000000e+00,1.0000000000e-02,1,3,2.6529484644e-03,sequential,46080,False,1.6213554241e-02,10,171,2026-05-04T07:12:20.710067
9,0.0000000000e+00,1.0000000000e-02,1,3,2.9824712862e-03,sequential,46080,False,5.2621767892e-03,10,153,2026-05-04T07:12:20.710159
9,0.0000000000e+00,1.0000000000e-02,1,3,3.3529241492e-03,sequential,23040,False,1.4679573453e-02,9,136,2026-05-04T07:12:20.710248
9,0.0000000000e+00,1.0000000000e-02,1,3,3.7693909754e-03,sequential,23040,True,3.7281960014e-03,9,121,2026-05-04T07:12:20.710344
9,0.0000000000e+00,1.0000000000e-02,1,3,4.2375871606e-03,sequential,23040,True,3.7281960014e-03,9,108,2026-05-04T07:12:20.710435
9,0.0000000000e+00,1.0000000000e-02,1,3,4.7639380104e-03,sequential,23040,False,1.4679573453e-02,9,96,2026-05-04T07:12:20.710707
9,0.0000000000e+00,1.0000000000e-02,1,3,5.3556669177e-03,sequential,23040,False,1.4679573453e-02,9,85,2026-05-04T07:12:20.710799
9,0.0000000000e+00,1.0000000000e-02,1,3,6.0208944933e-03,sequential,23040,True,3.7281960014e-03,9,76,2026-05-04T07:12:20.710886
9,0.0000000000e+00,1.0000000000e-02,1,3,6.7687500095e-03,sequential,11520,True,6.6023442559e-04,8,67,2026-05-04T07:12:20.710962
9,0.0000000000e+00,1.0000000000e-02,1,3,7.6094966855e-03,sequential,11520,True,6.6023442559e-04,8,60,2026-05-04T07:12:20.711038
9,0.0000000000e+00,1.0000000000e-02,1,3,8.5546725356e-03,sequential,11520,False,1.1611611877e-02,8,54,2026-05-04T07:12:20.711114
9,0.0000000000e+00,1.0000000000e-02,1,3,9.6172487112e-03,sequential,11520,False,1.1611611877e-02,8,48,2026-05-04T07:12:20.711190
9,0.0000000000e+00,1.0000000000e-02,1,3,1.0811807511e-02,sequential,11520,True,6.6023442559e-04,8,42,2026-05-04T07:12:20.711266
9,0.0000000000e+00,1.0000000000e-02,1,3,1.2154742501e-02,sequential,11520,True,6.6023442559e-04,8,38,2026-05-04T07:12:20.711341
9,0.0000000000e+00,1.0000000000e-02,1,3,1.3664483493e-02,sequential,5760,True,6.7961575771e-03,7,34,2026-05-04T07:12:20.711416
9,0.0000000000e+00,1.0000000000e-02,1,3,1.5361749467e-02,sequential,5760,True,1.7747535029e-02,7,30,2026-05-04T07:12:20.711484
9,0.0000000000e+00,1.0000000000e-02,1,3,1.7269832907e-02,sequential,5760,True,6.7961575771e-03,7,27,2026-05-04T07:12:20.711551
9,0.0000000000e+00,1.0000000000e-02,1,3,1.9414919457e-02,sequential,5760,True,1.7747535029e-02,7,24,2026-05-04T07:12:20.711619
9,0.0000000000e+00,1.0000000000e-02,1,3,2.1826447284e-02,sequential,5760,True,1.7747535029e-02,7,21,2026-05-04T07:12:20.711686
9,0.0000000000e+00,1.0000000000e-02,1,3,2.4537511066e-02,sequential,5760,True,6.7961575771e-03,7,19,2026-05-04T07:12:20.711757
9,0.0000000000e+00,1.0000000000e-02,1,3,2.7585316176e-02,sequential,2880,True,3.0019381332e-02,6,17,2026-05-04T07:12:20.711817
9,0.0000000000e+00,1.0000000000e-02,1,3,3.1011689266e-02,sequential,2880,True,3.0019381332e-02,6,15,2026-05-04T07:12:20.711877
9,0.0000000000e+00,1.0000000000e-02,1,3,3.4863652277e-02,sequential,2880,True,1.9068003880e-02,6,14,2026-05-04T07:12:20.711936
9,0.0000000000e+00,1.0000000000e-02,1,3,3.9194067748e-02,sequential,2880,True,3.0019381332e-02,6,12,2026-05-04T07:12:20.711995
9,0.0000000000e+00,1.0000000000e-02,1,3,4.4062364278e-02,sequential,2880,True,3.0019381332e-02,6,11,2026-05-04T07:12:20.712171
9,0.0000000000e+00,1.0000000000e-02,1,3,4.9535352090e-02,sequential,1440,True,5.4563073938e-02,5,10,2026-05-04T07:12:20.712228
9,0.0000000000e+00,1.0000000000e-02,1,3,5.5688139909e-02,sequential,1440,True,5.4563073938e-02,5,9,2026-05-04T07:12:20.712901
9,0.0000000000e+00,1.0000000000e-02,1,3,6.2605165720e-02,sequential,1440,True,5.4563073938e-02,5,8,2026-05-04T07:12:20.713081
9,0.0000000000e+00,1.0000000000e-02,1,3,7.0381355549e-02,sequential,1440,True,5.4563073938e-02,5,7,2026-05-04T07:12:20.713234
9,0.0000000000e+00,1.0000000000e-02,1,3,7.9123426190e-02,sequential,1440,True,4.3611696486e-02,5,6,2026-05-04T07:12:20.713297
9,0.0000000000e+00,1.0000000000e-02,1,3,8.8951349731e-02,sequential,1440,True,5.4563073938e-02,5,6,2026-05-04T07:12:20.714796
9,0.0000000000e+00,1.0000000000e-02,1,3,1.0000000000e-01,sequential,720,True,5.4756887260e-03,4,5,2026-05-04T07:12:20.714861
8,0.0000000000e+00,1.0000000000e-02,1,3,1.0000000000e-04,sequential,737550,False,1.2857971268e-02,14,4535,2026-05-04T07:12:20.752408
8,0.0000000000e+00,1.0000000000e-02,1,3,1.1242100351e-04,sequential,737550,False,1.2857971268e-02,14,4034,2026-05-04T07:12:20.755298
8,0.0000000000e+00,1.0000000000e-02,1,3,1.2638482029e-04,sequential,737460,False,1.2666223669e-02,14,3588,2026-05-04T07:12:20.755495
8,0.0000000000e+00,1.0000000000e-02,1,3,1.4208308325e-04,sequential,737550,False,1.2857971268e-02,14,3192,2026-05-04T07:12:20.755834
8,0.0000000000e+00,1.0000000000e-02,1,3,1.5973122801e-04,sequential,737550,False,1.2857971268e-02,14,2839,2026-05-04T07:12:20.755987
8,0.0000000000e+00,1.0000000000e-02,1,3,1.7957144944e-04,sequential,737550,False,1.9065938157e-03,14,2526,2026-05-04T07:12:20.756572
8,0.0000000000e+00,1.0000000000e-02,1,3,2.0187602547e-04,sequential,368820,False,1.2953845067e-02,13,2247,2026-05-04T07:12:20.756719
8,0.0000000000e+00,1.0000000000e-02,1,3,2.2695105367e-04,sequential,368820,False,1.6405301840e-02,13,1999,2026-05-04T07:12:20.756844
8,0.0000000000e+00,1.0000000000e-02,1,3,2.5514065200e-04,sequential,368820,False,1.6405301840e-02,13,1778,2026-05-04T07:12:20.756966
