seed,gamma,h,L,N_code,epsilon,mode,total_resources,converged,final_error,n_rounds,timestamp
1,1.0000000000e-02,0.0000000000e+00,1,3,1.0000000000e-04,bare_hamiltonian,754029930,False,2.0945441723e+00,50000,2026-05-04T04:33:47.675341
1,1.0000000000e-02,0.0000000000e+00,1,3,1.1242100351e-04,bare_hamiltonian,666121107,False,2.0945441723e+00,50000,2026-05-04T04:34:41.394539
1,1.0000000000e-02,0.0000000000e+00,1,3,1.2638482029e-04,bare_hamiltonian,594445665,False,2.5414118767e+00,50000,2026-05-04T04:35:34.593460
1,1.0000000000e-02,0.0000000000e+00,1,3,1.4208308325e-04,bare_hamiltonian,528686178,False,2.5414118767e+00,50000,2026-05-04T04:36:27.411798
1,1.0000000000e-02,0.0000000000e+00,1,3,1.5973122801e-04,bare_hamiltonian,470952195,False,2.5414118767e+00,50000,2026-05-04T04:37:19.518275
1,1.0000000000e-02,0.0000000000e+00,1,3,1.7957144944e-04,bare_hamiltonian,419675136,False,2.5414118767e+00,50000,2026-05-04T04:38:10.888789
1,1.0000000000e-02,0.0000000000e+00,1,3,2.0187602547e-04,bare_hamiltonian,372035628,False,2.5414118767e+00,50000,2026-05-04T04:39:01.249437
1,1.0000000000e-02,0.0000000000e+00,1,3,2.2695105367e-04,bare_hamiltonian,331528953,False,2.5414118767e+00,50000,2026-05-04T04:39:50.160097
1,1.0000000000e-02,0.0000000000e+00,1,3,2.5514065200e-04,bare_hamiltonian,295660752,False,2.0945441723e+00,50000,2026-05-04T04:40:35.283144
1,1.0000000000e-02,0.0000000000e+00,1,3,2.8683168133e-04,bare_hamiltonian,262339305,False,2.5414118767e+00,50000,2026-05-04T04:41:19.518468
1,1.0000000000e-02,0.0000000000e+00,1,3,3.2245905453e-04,bare_hamiltonian,233114424,False,2.5414118767e+00,50000,2026-05-04T04:42:03.569766
1,1.0000000000e-02,0.0000000000e+00,1,3,3.6251170500e-04,bare_hamiltonian,471426,True,1.0907649994e-05,100,2026-05-04T04:42:03.661774
1,1.0000000000e-02,0.0000000000e+00,1,3,4.0753929659e-04,bare_hamiltonian,183431853,False,2.0945441723e+00,50000,2026-05-04T04:42:47.683080
1,1.0000000000e-02,0.0000000000e+00,1,3,4.5815976691e-04,bare_hamiltonian,163834170,False,2.0945441723e+00,50000,2026-05-04T04:43:31.479138
1,1.0000000000e-02,0.0000000000e+00,1,3,5.1506780762e-04,bare_hamiltonian,843660,True,1.0907649994e-05,300,2026-05-04T04:43:31.750177
1,1.0000000000e-02,0.0000000000e+00,1,3,5.7904439806e-04,bare_hamiltonian,129113211,False,2.5414118767e+00,50000,2026-05-04T04:44:15.401562
1,1.0000000000e-02,0.0000000000e+00,1,3,6.5096752305e-04,bare_hamiltonian,916425,True,1.0907649994e-05,400,2026-05-04T04:44:15.759935
1,1.0000000000e-02,0.0000000000e+00,1,3,7.3182422191e-04,bare_hamiltonian,399258,True,1.0907649994e-05,200,2026-05-04T04:44:15.939877
1,1.0000000000e-02,0.0000000000e+00,1,3,8.2272413417e-04,bare_hamiltonian,1453335,True,1.0907649994e-05,800,2026-05-04T04:44:16.665831
1,1.0000000000e-02,0.0000000000e+00,1,3,9.2491472772e-04,bare_hamiltonian,634617,True,1.0907649994e-05,400,2026-05-04T04:44:17.044332
1,1.0000000000e-02,0.0000000000e+00,1,3,1.0397984185e-03,bare_hamiltonian,72065559,False,2.5414118767e+00,50000,2026-05-04T04:45:00.616108
1,1.0000000000e-02,0.0000000000e+00,1,3,1.1689518165e-03,bare_hamiltonian,129504,True,3.7044286728e-05,100,2026-05-04T04:45:00.714544
1,1.0000000000e-02,0.0000000000e+00,1,3,1.3141473626e-03,bare_hamiltonian,114099,True,1.0907649994e-05,100,2026-05-04T04:45:00.811772
1,1.0000000000e-02,0.0000000000e+00,1,3,1.4773776526e-03,bare_hamiltonian,1408434,True,1.0907649994e-05,1400,2026-05-04T04:45:02.140173
1,1.0000000000e-02,0.0000000000e+00,1,3,1.6608827826e-03,bare_hamiltonian,187824,True,1.0907649994e-05,200,2026-05-04T04:45:02.335656
1,1.0000000000e-02,0.0000000000e+00,1,3,1.8671810913e-03,bare_hamiltonian,2799810,True,1.0907649994e-05,3500,2026-05-04T04:45:05.468399
1,1.0000000000e-02,0.0000000000e+00,1,3,2.0991037201e-03,bare_hamiltonian,875181,True,1.0907649994e-05,1200,2026-05-04T04:45:06.529664
1,1.0000000000e-02,0.0000000000e+00,1,3,2.3598334668e-03,bare_hamiltonian,1379883,True,3.7044286728e-05,2200,2026-05-04T04:45:08.493467
1,1.0000000000e-02,0.0000000000e+00,1,3,2.6529484644e-03,bare_hamiltonian,52875,True,5.8829784393e-05,100,2026-05-04T04:45:08.586256
1,1.0000000000e-02,0.0000000000e+00,1,3,2.9824712862e-03,bare_hamiltonian,50424,True,5.8829784393e-05,100,2026-05-04T04:45:08.678500
1,1.0000000000e-02,0.0000000000e+00,1,3,3.3529241492e-03,bare_hamiltonian,9328512,True,1.0907649994e-05,20800,2026-05-04T04:45:26.782905
1,1.0000000000e-02,0.0000000000e+00,1,3,3.7693909754e-03,bare_hamiltonian,43245,True,8.4966421127e-05,100,2026-05-04T04:45:26.874151
1,1.0000000000e-02,0.0000000000e+00,1,3,4.2375871606e-03,bare_hamiltonian,38334,True,3.7044286728e-05,100,2026-05-04T04:45:26.964605
1,1.0000000000e-02,0.0000000000e+00,1,3,4.7639380104e-03,bare_hamiltonian,369405,True,1.0907649994e-05,1200,2026-05-04T04:45:28.007258
1,1.0000000000e-02,0.0000000000e+00,1,3,5.3556669177e-03,bare_hamiltonian,759255,True,3.7044286728e-05,2700,2026-05-04T04:45:30.341633
1,1.0000000000e-02,0.0000000000e+00,1,3,6.0208944933e-03,bare_hamiltonian,25020,True,2.7671456337e-04,100,2026-05-04T04:45:30.431525
1,1.0000000000e-02,0.0000000000e+00,1,3,6.7687500095e-03,bare_hamiltonian,42054,True,2.5057792664e-04,200,2026-05-04T04:45:30.608752
1,1.0000000000e-02,0.0000000000e+00,1,3,7.6094966855e-03,bare_hamiltonian,176556,True,1.0678172112e-04,900,2026-05-04T04:45:31.389649
1,1.0000000000e-02,0.0000000000e+00,1,3,8.5546725356e-03,bare_hamiltonian,16794,True,2.9852986336e-04,100,2026-05-04T04:45:31.479060
1,1.0000000000e-02,0.0000000000e+00,1,3,9.6172487112e-03,bare_hamiltonian,1613043,True,1.0907649994e-05,10400,2026-05-04T04:45:40.438117
1,1.0000000000e-02,0.0000000000e+00,1,3,1.0811807511e-02,bare_hamiltonian,573543,True,5.8829784393e-05,4200,2026-05-04T04:45:44.059584
1,1.0000000000e-02,0.0000000000e+00,1,3,1.2154742501e-02,bare_hamiltonian,12411,True,4.2054057121e-04,100,2026-05-04T04:45:44.149548
1,1.0000000000e-02,0.0000000000e+00,1,3,1.3664483493e-02,bare_hamiltonian,580272,True,1.0907649994e-05,5200,2026-05-04T04:45:48.834195
1,1.0000000000e-02,0.0000000000e+00,1,3,1.5361749467e-02,bare_hamiltonian,1471983,True,5.8829784393e-05,14900,2026-05-04T04:46:01.828475
1,1.0000000000e-02,0.0000000000e+00,1,3,1.7269832907e-02,bare_hamiltonian,69696,True,8.4966421127e-05,800,2026-05-04T04:46:02.522118
1,1.0000000000e-02,0.0000000000e+00,1,3,1.9414919457e-02,bare_hamiltonian,24849,True,8.4966421127e-05,300,2026-05-04T04:46:02.784130
1,1.0000000000e-02,0.0000000000e+00,1,3,2.1826447284e-02,bare_hamiltonian,54561,True,1.0678172112e-04,800,2026-05-04T04:46:03.494100
1,1.0000000000e-02,0.0000000000e+00,1,3,2.4537511066e-02,bare_hamiltonian,5958,True,3.7044286728e-05,100,2026-05-04T04:46:03.585123
1,1.0000000000e-02,0.0000000000e+00,1,3,2.7585316176e-02,bare_hamiltonian,16332,True,1.0678172112e-04,300,2026-05-04T04:46:03.852272
1,1.0000000000e-02,0.0000000000e+00,1,3,3.1011689266e-02,bare_hamiltonian,68880,True,2.2879242897e-04,1400,2026-05-04T04:46:05.078117
1,1.0000000000e-02,0.0000000000e+00,1,3,3.4863652277e-02,bare_hamiltonian,173829,True,1.0678172112e-04,4000,2026-05-04T04:46:08.547862
1,1.0000000000e-02,0.0000000000e+00,1,3,3.9194067748e-02,bare_hamiltonian,4143,True,1.3291835785e-04,100,2026-05-04T04:46:08.636918
1,1.0000000000e-02,0.0000000000e+00,1,3,4.4062364278e-02,bare_hamiltonian,3210,True,1.8324851990e-03,100,2026-05-04T04:46:08.725494
1,1.0000000000e-02,0.0000000000e+00,1,3,4.9535352090e-02,bare_hamiltonian,13029,True,1.0916590691e-03,400,2026-05-04T04:46:09.073463
1,1.0000000000e-02,0.0000000000e+00,1,3,5.5688139909e-02,bare_hamiltonian,22095,True,5.1641464233e-04,800,2026-05-04T04:46:09.766168
1,1.0000000000e-02,0.0000000000e+00,1,3,6.2605165720e-02,bare_hamiltonian,4980,True,2.8173923492e-03,200,2026-05-04T04:46:09.940557
1,1.0000000000e-02,0.0000000000e+00,1,3,7.0381355549e-02,bare_hamiltonian,8997,True,2.9611885548e-03,400,2026-05-04T04:46:10.287716
1,1.0000000000e-02,0.0000000000e+00,1,3,7.9123426190e-02,bare_hamiltonian,1998,True,2.0024478436e-03,100,2026-05-04T04:46:10.375477
1,1.0000000000e-02,0.0000000000e+00,1,3,8.8951349731e-02,bare_hamiltonian,1641,True,1.9763112068e-03,100,2026-05-04T04:46:10.463221
1,1.0000000000e-02,0.0000000000e+00,1,3,1.0000000000e-01,bare_hamiltonian,17931,True,1.1134445667e-03,1100,2026-05-04T04:46:11.416781
9,1.0000000000e-02,0.0000000000e+00,1,3,1.0000000000e-04,bare_hamiltonian,750306300,False,2.5414118767e+00,50000,2026-05-04T04:33:49.756086
9,1.0000000000e-02,0.0000000000e+00,1,3,1.1242100351e-04,bare_hamiltonian,667011843,False,2.0945441723e+00,50000,2026-05-04T04:34:43.297851
9,1.0000000000e-02,0.0000000000e+00,1,3,1.2638482029e-04,bare_hamiltonian,594644490,False,2.5414118767e+00,50000,2026-05-04T04:35:36.355543
9,1.0000000000e-02,0.0000000000e+00,1,3,1.4208308325e-04,bare_hamiltonian,528300426,False,2.5414118767e+00,50000,2026-05-04T04:36:29.003913
9,1.0000000000e-02,0.0000000000e+00,1,3,1.5973122801e-04,bare_hamiltonian,470837448,False,2.5414118767e+00,50000,2026-05-04T04:37:21.170478
9,1.0000000000e-02,0.0000000000e+00,1,3,1.7957144944e-04,bare_hamiltonian,417221013,False,2.5414118767e+00,50000,2026-05-04T04:38:12.612182
9,1.0000000000e-02,0.0000000000e+00,1,3,2.0187602547e-04,bare_hamiltonian,371750502,False,2.5414118767e+00,50000,2026-05-04T04:39:02.968396
9,1.0000000000e-02,0.0000000000e+00,1,3,2.2695105367e-04,bare_hamiltonian,331796268,False,2.5414118767e+00,50000,2026-05-04T04:39:51.944981
9,1.0000000000e-02,0.0000000000e+00,1,3,2.5514065200e-04,bare_hamiltonian,293741493,False,2.0945441723e+00,50000,2026-05-04T04:40:36.681735
9,1.0000000000e-02,0.0000000000e+00,1,3,2.8683168133e-04,bare_hamiltonian,260761890,False,2.5414118767e+00,50000,2026-05-04T04:41:20.872382
9,1.0000000000e-02,0.0000000000e+00,1,3,3.2245905453e-04,bare_hamiltonian,232216431,False,2.0945441723e+00,50000,2026-05-04T04:42:04.924912
9,1.0000000000e-02,0.0000000000e+00,1,3,3.6251170500e-04,bare_hamiltonian,206774097,False,2.0945441723e+00,50000,2026-05-04T04:42:48.836541
9,1.0000000000e-02,0.0000000000e+00,1,3,4.0753929659e-04,bare_hamiltonian,184367817,False,2.0945441723e+00,50000,2026-05-04T04:43:32.635268
9,1.0000000000e-02,0.0000000000e+00,1,3,4.5815976691e-04,bare_hamiltonian,164188569,False,2.5414118767e+00,50000,2026-05-04T04:44:16.301302
9,1.0000000000e-02,0.0000000000e+00,1,3,5.1506780762e-04,bare_hamiltonian,276510,True,1.0907649994e-05,100,2026-05-04T04:44:16.397911
9,1.0000000000e-02,0.0000000000e+00,1,3,5.7904439806e-04,bare_hamiltonian,129338478,False,2.5414118767e+00,50000,2026-05-04T04:45:00.042168
9,1.0000000000e-02,0.0000000000e+00,1,3,6.5096752305e-04,bare_hamiltonian,1557642,True,1.0907649994e-05,700,2026-05-04T04:45:00.696759
9,1.0000000000e-02,0.0000000000e+00,1,3,7.3182422191e-04,bare_hamiltonian,211113,True,3.7044286728e-05,100,2026-05-04T04:45:00.791585
9,1.0000000000e-02,0.0000000000e+00,1,3,8.2272413417e-04,bare_hamiltonian,11871174,True,1.0907649994e-05,6500,2026-05-04T04:45:06.640861
9,1.0000000000e-02,0.0000000000e+00,1,3,9.2491472772e-04,bare_hamiltonian,329847,True,3.7044286728e-05,200,2026-05-04T04:45:06.827165
9,1.0000000000e-02,0.0000000000e+00,1,3,1.0397984185e-03,bare_hamiltonian,1161147,True,1.0907649994e-05,800,2026-05-04T04:45:07.552532
9,1.0000000000e-02,0.0000000000e+00,1,3,1.1689518165e-03,bare_hamiltonian,637545,True,1.0907649994e-05,500,2026-05-04T04:45:08.004170
9,1.0000000000e-02,0.0000000000e+00,1,3,1.3141473626e-03,bare_hamiltonian,57241362,False,2.0945441723e+00,50000,2026-05-04T04:45:51.573708
9,1.0000000000e-02,0.0000000000e+00,1,3,1.4773776526e-03,bare_hamiltonian,14824758,True,1.0907649994e-05,14600,2026-05-04T04:46:04.337726
9,1.0000000000e-02,0.0000000000e+00,1,3,1.6608827826e-03,bare_hamiltonian,11214177,True,1.0907649994e-05,12400,2026-05-04T04:46:15.041799
9,1.0000000000e-02,0.0000000000e+00,1,3,1.8671810913e-03,bare_hamiltonian,489369,True,1.0907649994e-05,600,2026-05-04T04:46:15.573619
9,1.0000000000e-02,0.0000000000e+00,1,3,2.0991037201e-03,bare_hamiltonian,353502,True,5.8829784393e-05,500,2026-05-04T04:46:16.016647
9,1.0000000000e-02,0.0000000000e+00,1,3,2.3598334668e-03,bare_hamiltonian,67434,True,5.8829784393e-05,100,2026-05-04T04:46:16.107720
9,1.0000000000e-02,0.0000000000e+00,1,3,2.6529484644e-03,bare_hamiltonian,7750011,True,1.0907649994e-05,13900,2026-05-04T04:46:28.152283
9,1.0000000000e-02,0.0000000000e+00,1,3,2.9824712862e-03,bare_hamiltonian,50586,True,8.4966421127e-05,100,2026-05-04T04:46:28.245402
9,1.0000000000e-02,0.0000000000e+00,1,3,3.3529241492e-03,bare_hamiltonian,5475255,True,1.0907649994e-05,12100,2026-05-04T04:46:38.808351
9,1.0000000000e-02,0.0000000000e+00,1,3,3.7693909754e-03,bare_hamiltonian,41505,True,3.7044286728e-05,100,2026-05-04T04:46:38.900499
9,1.0000000000e-02,0.0000000000e+00,1,3,4.2375871606e-03,bare_hamiltonian,569028,True,3.7044286728e-05,1600,2026-05-04T04:46:40.297622
9,1.0000000000e-02,0.0000000000e+00,1,3,4.7639380104e-03,bare_hamiltonian,1032858,True,1.0907649994e-05,3300,2026-05-04T04:46:43.205846
9,1.0000000000e-02,0.0000000000e+00,1,3,5.3556669177e-03,bare_hamiltonian,84600,True,3.7044286728e-05,300,2026-05-04T04:46:43.479365
9,1.0000000000e-02,0.0000000000e+00,1,3,6.0208944933e-03,bare_hamiltonian,54588,True,2.9852986336e-04,200,2026-05-04T04:46:43.664777
9,1.0000000000e-02,0.0000000000e+00,1,3,6.7687500095e-03,bare_hamiltonian,22590,True,2.7671456337e-04,100,2026-05-04T04:46:43.758835
9,1.0000000000e-02,0.0000000000e+00,1,3,7.6094966855e-03,bare_hamiltonian,409641,True,3.7044286728e-05,2100,2026-05-04T04:46:45.603621
9,1.0000000000e-02,0.0000000000e+00,1,3,8.5546725356e-03,bare_hamiltonian,17772,True,1.5470385551e-04,100,2026-05-04T04:46:45.694851
9,1.0000000000e-02,0.0000000000e+00,1,3,9.6172487112e-03,bare_hamiltonian,90336,True,1.0678172112e-04,600,2026-05-04T04:46:46.226134
9,1.0000000000e-02,0.0000000000e+00,1,3,1.0811807511e-02,bare_hamiltonian,26928,True,8.4966421127e-05,200,2026-05-04T04:46:46.403414
9,1.0000000000e-02,0.0000000000e+00,1,3,1.2154742501e-02,bare_hamiltonian,37572,True,1.0907649994e-05,300,2026-05-04T04:46:46.665318
9,1.0000000000e-02,0.0000000000e+00,1,3,1.3664483493e-02,bare_hamiltonian,197253,True,5.8829784393e-05,1800,2026-05-04T04:46:48.214352
9,1.0000000000e-02,0.0000000000e+00,1,3,1.5361749467e-02,bare_hamiltonian,9420,True,1.8084049225e-04,100,2026-05-04T04:46:48.303259
9,1.0000000000e-02,0.0000000000e+00,1,3,1.7269832907e-02,bare_hamiltonian,9507,True,8.4966421127e-05,100,2026-05-04T04:46:48.392057
9,1.0000000000e-02,0.0000000000e+00,1,3,1.9414919457e-02,bare_hamiltonian,251853,True,1.0678172112e-04,3300,2026-05-04T04:46:51.225687
9,1.0000000000e-02,0.0000000000e+00,1,3,2.1826447284e-02,bare_hamiltonian,75918,True,1.5470385551e-04,1100,2026-05-04T04:46:52.171836
9,1.0000000000e-02,0.0000000000e+00,1,3,2.4537511066e-02,bare_hamiltonian,24543,True,3.7044286728e-05,400,2026-05-04T04:46:52.517713
9,1.0000000000e-02,0.0000000000e+00,1,3,2.7585316176e-02,bare_hamiltonian,27471,True,1.3291835785e-04,500,2026-05-04T04:46:52.949121
9,1.0000000000e-02,0.0000000000e+00,1,3,3.1011689266e-02,bare_hamiltonian,40314,True,5.8829784393e-05,800,2026-05-04T04:46:53.637740
9,1.0000000000e-02,0.0000000000e+00,1,3,3.4863652277e-02,bare_hamiltonian,4272,True,1.4969408512e-03,100,2026-05-04T04:46:53.725626
9,1.0000000000e-02,0.0000000000e+00,1,3,3.9194067748e-02,bare_hamiltonian,7581,True,9.6961855888e-04,200,2026-05-04T04:46:53.898969
9,1.0000000000e-02,0.0000000000e+00,1,3,4.4062364278e-02,bare_hamiltonian,3213,True,4.4232606888e-04,100,2026-05-04T04:46:53.986724
9,1.0000000000e-02,0.0000000000e+00,1,3,4.9535352090e-02,bare_hamiltonian,24855,True,9.9578499794e-04,800,2026-05-04T04:46:54.675090
9,1.0000000000e-02,0.0000000000e+00,1,3,5.5688139909e-02,bare_hamiltonian,175569,True,2.5057792664e-04,6500,2026-05-04T04:47:00.278624
9,1.0000000000e-02,0.0000000000e+00,1,3,6.2605165720e-02,bare_hamiltonian,4671,True,9.6961855888e-04,200,2026-05-04T04:47:00.452311
9,1.0000000000e-02,0.0000000000e+00,1,3,7.0381355549e-02,bare_hamiltonian,53256,True,2.9852986336e-04,2400,2026-05-04T04:47:02.516356
9,1.0000000000e-02,0.0000000000e+00,1,3,7.9123426190e-02,bare_hamiltonian,9942,True,1.3291835785e-04,500,2026-05-04T04:47:02.948428
9,1.0000000000e-02,0.0000000000e+00,1,3,8.8951349731e-02,bare_hamiltonian,28887,True,1.3313293457e-03,1600,2026-05-04T04:47:04.325005
9,1.0000000000e-02,0.0000000000e+00,1,3,1.0000000000e-01,bare_hamiltonian,31644,True,9.6961855888e-04,1900,2026-05-04T04:47:05.958685
4,1.0000000000e-02,0.0000000000e+00,1,3,1.0000000000e-04,bare_hamiltonian,748468983,False,2.5414118767e+00,50000,2026-05-04T04:33:49.199868
4,1.0000000000e-02,0.0000000000e+00,1,3,1.1242100351e-04,bare_hamiltonian,668025885,False,2.0945441723e+00,50000,2026-05-04T04:34:42.833274
4,1.0000000000e-02,0.0000000000e+00,1,3,1.2638482029e-04,bare_hamiltonian,592076343,False,2.0945441723e+00,50000,2026-05-04T04:35:36.035480
4,1.0000000000e-02,0.0000000000e+00,1,3,1.4208308325e-04,bare_hamiltonian,527267739,False,2.5414118767e+00,50000,2026-05-04T04:36:28.793110
4,1.0000000000e-02,0.0000000000e+00,1,3,1.5973122801e-04,bare_hamiltonian,467853249,False,2.5414118767e+00,50000,2026-05-04T04:37:20.919004
4,1.0000000000e-02,0.0000000000e+00,1,3,1.7957144944e-04,bare_hamiltonian,418067478,False,2.5414118767e+00,50000,2026-05-04T04:38:12.229784
4,1.0000000000e-02,0.0000000000e+00,1,3,2.0187602547e-04,bare_hamiltonian,371681526,False,2.0945441723e+00,50000,2026-05-04T04:39:02.575119
4,1.0000000000e-02,0.0000000000e+00,1,3,2.2695105367e-04,bare_hamiltonian,331343691,False,2.5414118767e+00,50000,2026-05-04T04:39:51.504831
4,1.0000000000e-02,0.0000000000e+00,1,3,2.5514065200e-04,bare_hamiltonian,294410508,False,2.5414118767e+00,50000,2026-05-04T04:40:36.447752
4,1.0000000000e-02,0.0000000000e+00,1,3,2.8683168133e-04,bare_hamiltonian,262162293,False,2.0945441723e+00,50000,2026-05-04T04:41:20.698814
4,1.0000000000e-02,0.0000000000e+00,1,3,3.2245905453e-04,bare_hamiltonian,232061031,False,2.5414118767e+00,50000,2026-05-04T04:42:04.745713
4,1.0000000000e-02,0.0000000000e+00,1,3,3.6251170500e-04,bare_hamiltonian,207355869,False,2.5414118767e+00,50000,2026-05-04T04:42:48.755002
4,1.0000000000e-02,0.0000000000e+00,1,3,4.0753929659e-04,bare_hamiltonian,184164153,False,2.5414118767e+00,50000,2026-05-04T04:43:32.551583
4,1.0000000000e-02,0.0000000000e+00,1,3,4.5815976691e-04,bare_hamiltonian,163446915,False,2.0945441723e+00,50000,2026-05-04T04:44:16.262107
4,1.0000000000e-02,0.0000000000e+00,1,3,5.1506780762e-04,bare_hamiltonian,146176554,False,2.5414118767e+00,50000,2026-05-04T04:44:59.864630
4,1.0000000000e-02,0.0000000000e+00,1,3,5.7904439806e-04,bare_hamiltonian,247890,True,3.7044286728e-05,100,2026-05-04T04:44:59.957746
4,1.0000000000e-02,0.0000000000e+00,1,3,6.5096752305e-04,bare_hamiltonian,1179945,True,1.0907649994e-05,500,2026-05-04T04:45:00.409300
4,1.0000000000e-02,0.0000000000e+00,1,3,7.3182422191e-04,bare_hamiltonian,102918432,False,2.0945441723e+00,50000,2026-05-04T04:45:44.110996
4,1.0000000000e-02,0.0000000000e+00,1,3,8.2272413417e-04,bare_hamiltonian,2254002,True,1.0907649994e-05,1200,2026-05-04T04:45:45.211028
4,1.0000000000e-02,0.0000000000e+00,1,3,9.2491472772e-04,bare_hamiltonian,81060966,False,2.0945441723e+00,50000,2026-05-04T04:46:28.880409
4,1.0000000000e-02,0.0000000000e+00,1,3,1.0397984185e-03,bare_hamiltonian,8712711,True,1.0907649994e-05,6100,2026-05-04T04:46:34.400791
4,1.0000000000e-02,0.0000000000e+00,1,3,1.1689518165e-03,bare_hamiltonian,113751,True,8.4966421127e-05,100,2026-05-04T04:46:34.500462
4,1.0000000000e-02,0.0000000000e+00,1,3,1.3141473626e-03,bare_hamiltonian,1370607,True,1.0907649994e-05,1200,2026-05-04T04:46:35.646187
4,1.0000000000e-02,0.0000000000e+00,1,3,1.4773776526e-03,bare_hamiltonian,2138727,True,1.0907649994e-05,2100,2026-05-04T04:46:37.557381
4,1.0000000000e-02,0.0000000000e+00,1,3,1.6608827826e-03,bare_hamiltonian,8470881,True,1.0907649994e-05,9400,2026-05-04T04:46:45.955895
4,1.0000000000e-02,0.0000000000e+00,1,3,1.8671810913e-03,bare_hamiltonian,165687,True,3.7044286728e-05,200,2026-05-04T04:46:46.140884
4,1.0000000000e-02,0.0000000000e+00,1,3,2.0991037201e-03,bare_hamiltonian,211812,True,8.4966421127e-05,300,2026-05-04T04:46:46.415727
4,1.0000000000e-02,0.0000000000e+00,1,3,2.3598334668e-03,bare_hamiltonian,997812,True,1.0907649994e-05,1600,2026-05-04T04:46:47.875899
4,1.0000000000e-02,0.0000000000e+00,1,3,2.6529484644e-03,bare_hamiltonian,517212,True,1.0907649994e-05,900,2026-05-04T04:46:48.706354
4,1.0000000000e-02,0.0000000000e+00,1,3,2.9824712862e-03,bare_hamiltonian,2477283,True,1.0907649994e-05,4900,2026-05-04T04:46:53.066922
4,1.0000000000e-02,0.0000000000e+00,1,3,3.3529241492e-03,bare_hamiltonian,10602045,True,1.0907649994e-05,23600,2026-05-04T04:47:13.999247
4,1.0000000000e-02,0.0000000000e+00,1,3,3.7693909754e-03,bare_hamiltonian,46641,True,1.3291835785e-04,100,2026-05-04T04:47:14.097713
4,1.0000000000e-02,0.0000000000e+00,1,3,4.2375871606e-03,bare_hamiltonian,33234,True,1.5470385551e-04,100,2026-05-04T04:47:14.195287
4,1.0000000000e-02,0.0000000000e+00,1,3,4.7639380104e-03,bare_hamiltonian,93225,True,3.7044286728e-05,300,2026-05-04T04:47:14.481279
4,1.0000000000e-02,0.0000000000e+00,1,3,5.3556669177e-03,bare_hamiltonian,28968,True,3.2466650009e-04,100,2026-05-04T04:47:14.577066
4,1.0000000000e-02,0.0000000000e+00,1,3,6.0208944933e-03,bare_hamiltonian,25827,True,1.0907649994e-05,100,2026-05-04T04:47:14.672567
4,1.0000000000e-02,0.0000000000e+00,1,3,6.7687500095e-03,bare_hamiltonian,361284,True,1.0907649994e-05,1600,2026-05-04T04:47:16.115909
4,1.0000000000e-02,0.0000000000e+00,1,3,7.6094966855e-03,bare_hamiltonian,19491,True,1.0907649994e-05,100,2026-05-04T04:47:16.208638
4,1.0000000000e-02,0.0000000000e+00,1,3,8.5546725356e-03,bare_hamiltonian,16839,True,3.2466650009e-04,100,2026-05-04T04:47:16.301277
4,1.0000000000e-02,0.0000000000e+00,1,3,9.6172487112e-03,bare_hamiltonian,106470,True,3.7044286728e-05,700,2026-05-04T04:47:16.925318
4,1.0000000000e-02,0.0000000000e+00,1,3,1.0811807511e-02,bare_hamiltonian,14367,True,5.8612227440e-04,100,2026-05-04T04:47:17.017495
4,1.0000000000e-02,0.0000000000e+00,1,3,1.2154742501e-02,bare_hamiltonian,11502,True,1.8084049225e-04,100,2026-05-04T04:47:17.108988
4,1.0000000000e-02,0.0000000000e+00,1,3,1.3664483493e-02,bare_hamiltonian,100191,True,2.2879242897e-04,900,2026-05-04T04:47:17.908065
4,1.0000000000e-02,0.0000000000e+00,1,3,1.5361749467e-02,bare_hamiltonian,9534,True,6.1228871346e-04,100,2026-05-04T04:47:18.003796
4,1.0000000000e-02,0.0000000000e+00,1,3,1.7269832907e-02,bare_hamiltonian,34566,True,1.3291835785e-04,400,2026-05-04T04:47:18.373026
4,1.0000000000e-02,0.0000000000e+00,1,3,1.9414919457e-02,bare_hamiltonian,126996,True,8.4966421127e-05,1600,2026-05-04T04:47:19.838434
4,1.0000000000e-02,0.0000000000e+00,1,3,2.1826447284e-02,bare_hamiltonian,6771,True,2.5057792664e-04,100,2026-05-04T04:47:19.933423
4,1.0000000000e-02,0.0000000000e+00,1,3,2.4537511066e-02,bare_hamiltonian,11889,True,1.5470385551e-04,200,2026-05-04T04:47:20.119044
4,1.0000000000e-02,0.0000000000e+00,1,3,2.7585316176e-02,bare_hamiltonian,16554,True,8.9991092682e-04,300,2026-05-04T04:47:20.394595
4,1.0000000000e-02,0.0000000000e+00,1,3,3.1011689266e-02,bare_hamiltonian,4914,True,8.9991092682e-04,100,2026-05-04T04:47:20.492161
4,1.0000000000e-02,0.0000000000e+00,1,3,3.4863652277e-02,bare_hamiltonian,4494,True,5.6433677673e-04,100,2026-05-04T04:47:20.588992
4,1.0000000000e-02,0.0000000000e+00,1,3,3.9194067748e-02,bare_hamiltonian,11487,True,3.9440393448e-04,300,2026-05-04T04:47:20.872490
4,1.0000000000e-02,0.0000000000e+00,1,3,4.4062364278e-02,bare_hamiltonian,13782,True,5.6433677673e-04,400,2026-05-04T04:47:21.241684
4,1.0000000000e-02,0.0000000000e+00,1,3,4.9535352090e-02,bare_hamiltonian,6330,True,1.2093186378e-03,200,2026-05-04T04:47:21.427974
